"USER_ID","MOVIE_ID","VALUE","TIME"
"148","3354","3","979577142"
"148","208","3","979578513"
"148","1997","4","980194018"
"148","1726","4","977353444"
"149","2710","1","989246500"
"149","288","4","978189889"
"149","2700","5","988680486"
"149","2712","4","988680533"
"149","1676","3","978190206"
"149","1917","3","978190524"
"149","1721","5","977326153"
"149","2427","4","977326806"
"149","2628","4","977326886"
"149","1183","4","988680427"
"149","2683","4","989246466"
"149","3785","3","981498911"
"149","2384","4","988680580"
"149","3608","4","977588919"
"149","1573","5","977326830"
"149","780","4","977326966"
"149","3535","3","996939638"
"149","3160","5","988679728"
"149","3623","3","996939065"
"149","2723","3","978190285"
"149","3752","3","989246681"
"149","1206","5","977588555"
"149","1923","3","977326334"
"149","1527","5","977326806"
"149","2706","3","989246466"
"149","3052","4","996938728"
"149","2959","4","977325791"
"149","2617","4","977326867"
"149","3176","4","978101695"
"149","1517","4","988680552"
"149","1544","3","978190479"
"149","3354","1","978101581"
"149","3910","5","988315626"
"149","208","3","978190415"
"149","25","2","977325867"
"149","2395","4","977326197"
"150","2710","2","977302722"
"150","2657","4","978161521"
"150","2700","4","977303100"
"150","2712","4","977302826"
"150","1183","5","977304188"
"150","2683","4","977302668"
"150","2384","4","977303808"
"150","3608","4","978161438"
"150","3160","3","977302913"
"150","2723","2","977302957"
"150","1206","5","978163583"
"150","1035","5","978162439"
"150","1923","5","977303826"
"150","2706","3","977302611"
"150","1732","3","978161418"
"150","2959","5","977302826"
"150","3176","4","977303100"
"150","1997","4","978162363"
"150","25","4","977303808"
"150","2395","3","977303082"
"151","2710","4","977295405"
"151","2657","4","993119766"
"151","1676","2","977293234"
"151","1917","3","978682985"
"151","1721","4","978681764"
"151","1391","4","977293710"
"151","2628","4","977292484"
"151","1183","2","978681764"
"151","2683","4","977295314"
"151","3785","3","990837557"
"151","327","3","977294085"
"151","1573","3","993116185"
"151","3033","3","993120531"
"151","3156","4","977294030"
"151","780","4","977293234"
"151","3535","3","990837557"
"151","2976","4","977295455"
"151","1088","5","993118215"
"151","3752","4","990837708"
"151","968","3","993120510"
"151","1206","5","993120415"
"151","1923","5","992133907"
"151","3070","1","990839958"
"151","104","4","992133907"
"151","1527","5","977293174"
"151","2706","5","992133907"
"151","1732","5","992133928"
"151","3052","3","992133840"
"151","736","3","978682553"
"151","1059","3","978682163"
"151","1517","5","993119126"
"151","785","4","993119795"
"151","1380","4","993118092"
"151","3910","4","992045102"
"151","25","5","978681657"
"151","674","4","993120600"
"151","3225","1","991095793"
"151","2395","4","992133251"
"157","2657","3","977248731"
"157","288","4","977247745"
"157","1676","4","977247679"
"157","1721","3","977248361"
"157","2427","3","977247567"
"157","1391","3","977248731"
"157","2628","2","977247679"
"157","3608","4","977249654"
"157","1573","5","977247627"
"157","2021","3","977248687"
"157","780","4","977247679"
"157","968","3","977248628"
"157","1206","5","977248537"
"157","1923","4","977249640"
"157","3070","4","977248590"
"157","1732","4","977249978"
"157","3052","3","977249721"
"157","736","3","977247867"
"157","2959","5","977250843"
"157","2361","2","982966048"
"157","208","3","977249104"
"157","674","2","977248984"
"157","2395","4","977249784"
"163","2710","4","977323187"
"163","288","5","977219326"
"163","2700","5","977373636"
"163","2712","3","978231737"
"163","1917","2","977220007"
"163","1721","5","977321840"
"163","2427","3","977215814"
"163","2628","1","978234055"
"163","1183","5","977321201"
"163","2683","3","978231469"
"163","3785","3","977217629"
"163","3608","1","977212039"
"163","70","4","977219780"
"163","1573","3","977219072"
"163","780","3","977219183"
"163","2253","1","977220194"
"163","2976","2","977323237"
"163","3160","4","977214632"
"163","2606","2","977323237"
"163","532","1","977323293"
"163","3623","3","977219286"
"163","2723","1","977219326"
"163","3752","3","977218239"
"163","968","4","978231964"
"163","1405","3","977212039"
"163","611","1","977220301"
"163","1923","3","977217422"
"163","2826","3","977219536"
"163","1527","3","977219183"
"163","2706","3","978231417"
"163","1732","1","977217451"
"163","3052","2","977217239"
"163","736","2","977219536"
"163","2959","5","977213591"
"163","366","2","977323187"
"163","2617","4","977219072"
"163","3176","3","978232210"
"163","1517","4","978233459"
"163","785","1","978231879"
"163","208","1","977219856"
"163","3273","2","977218086"
"163","2395","4","977215675"
"163","2315","1","977323447"
"166","2710","3","977188156"
"166","231","3","977302325"
"166","288","4","977294153"
"166","2700","2","977187327"
"166","2712","5","977300377"
"166","1917","4","977294249"
"166","1721","4","977297583"
"166","2427","3","977300583"
"166","2628","3","977186243"
"166","2683","3","977188122"
"166","2021","5","977186282"
"166","3033","3","977298094"
"166","780","4","977294153"
"166","3535","4","977298843"
"166","3160","4","977300069"
"166","3623","3","977294185"
"166","1416","5","977301217"
"166","2723","2","977294090"
"166","1206","5","977186026"
"166","3917","5","977299425"
"166","1035","3","977186905"
"166","1923","4","977301997"
"166","344","4","977302427"
"166","104","3","977302264"
"166","1527","3","977186098"
"166","2706","3","977302380"
"166","1732","5","977185904"
"166","736","3","977294358"
"166","2959","5","977185834"
"166","3676","5","977185885"
"166","2617","4","977296804"
"166","1059","5","977297557"
"166","3176","3","977298695"
"166","1517","3","977185762"
"166","1544","3","977294665"
"166","2600","4","977186165"
"166","785","4","977302348"
"166","19","3","977302876"
"166","3273","3","977298946"
"166","1997","3","977299397"
"166","2395","4","977187171"
"169","1924","5","1019531017"
"169","288","1","977211204"
"169","2700","4","977199259"
"169","1676","4","977202445"
"169","1917","4","977211204"
"169","1721","5","977202040"
"169","2628","5","977202366"
"169","1183","2","977209321"
"169","3785","3","977200988"
"169","2384","4","977202445"
"169","3608","4","977210356"
"169","70","4","977176192"
"169","1573","4","977211119"
"169","2021","2","977210544"
"169","3033","4","977210556"
"169","780","4","977211100"
"169","3535","3","977200944"
"169","3160","2","1003553469"
"169","2335","4","983735597"
"169","1421","2","980815075"
"169","1088","1","977210426"
"169","3623","4","977200958"
"169","1884","1","977175103"
"169","3752","4","977201050"
"169","1206","3","977197547"
"169","1035","4","977197756"
"169","1923","4","977199178"
"169","3070","2","977210356"
"169","1347","4","977210240"
"169","1527","4","977211090"
"169","2706","4","977201598"
"169","3052","3","977201558"
"169","736","5","977211150"
"169","2959","5","977198661"
"169","2617","4","977202325"
"169","1517","4","977202325"
"169","1544","3","977176202"
"169","3354","2","977175930"
"169","208","2","977211265"
"169","3273","4","977201007"
"169","1997","3","977903842"
"169","25","1","977199089"
"169","2395","2","977201527"
"175","2710","5","977114125"
"175","2657","4","977110628"
"175","2712","4","977112541"
"175","1721","4","977112263"
"175","2427","3","977111721"
"175","2628","4","977114555"
"175","1183","5","977112074"
"175","2384","5","977113743"
"175","3608","4","977113310"
"175","3160","5","977114986"
"175","2723","2","977113903"
"175","1884","2","977112730"
"175","2314","3","977112657"
"175","1206","2","977114786"
"175","1035","5","977114283"
"175","1923","5","977113544"
"175","104","1","977116537"
"175","2959","5","977112048"
"175","2361","3","979938927"
"175","1059","4","977112312"
"175","3176","5","977112263"
"175","1517","5","977113472"
"175","1997","3","977114062"
"175","25","5","977115445"
"175","2022","5","977112512"
"175","2395","5","977113472"
"181","2657","3","977089927"
"181","2700","5","977087573"
"181","1721","2","977087291"
"181","2427","4","977087712"
"181","2628","4","977087781"
"181","2683","4","977087336"
"181","2384","2","977088920"
"181","70","5","977087893"
"181","532","3","977088606"
"181","1206","5","977087199"
"181","1923","5","977088844"
"181","1527","4","977087712"
"181","2706","3","977087319"
"181","1732","5","977088510"
"181","3052","3","977088971"
"181","736","1","977088048"
"181","2959","5","977087188"
"181","1517","4","977088873"
"181","785","4","977087468"
"181","1380","1","977089942"
"181","208","3","977088000"
"181","3273","2","977087563"
"181","2395","4","977087563"
"187","2710","3","977234610"
"187","231","4","977234430"
"187","288","5","977234284"
"187","2712","4","977233322"
"187","1721","2","977077911"
"187","1183","3","977078470"
"187","3785","3","977231633"
"187","2384","5","977232707"
"187","1573","4","977233995"
"187","2431","1","977078800"
"187","2976","4","977078429"
"187","3160","5","977077339"
"187","1416","4","977078470"
"187","1884","5","977078492"
"187","1923","5","977233020"
"187","1732","4","977233144"
"187","3052","5","977233723"
"187","2959","4","977077829"
"187","3176","5","977078367"
"187","1517","4","977234259"
"187","25","5","977232741"
"187","2395","5","977232560"
"192","2657","2","977089580"
"192","288","3","977029390"
"192","2712","4","977027455"
"192","1676","2","977781377"
"192","1917","4","977781640"
"192","1721","2","977028779"
"192","2427","5","977024239"
"192","1391","2","977026128"
"192","2628","2","977028196"
"192","1183","5","977026340"
"192","2683","2","977025904"
"192","70","4","977781603"
"192","1573","3","977024239"
"192","3033","3","977089377"
"192","780","2","977026376"
"192","3535","4","1027014866"
"192","2976","3","977764585"
"192","3160","4","983029927"
"192","1206","4","977089551"
"192","1035","3","977095231"
"192","1923","5","977025584"
"192","344","2","977025991"
"192","104","3","977025709"
"192","1527","2","977089158"
"192","2706","4","977025991"
"192","1732","2","977029226"
"192","3052","2","977095073"
"192","1373","1","977089475"
"192","736","1","977028259"
"192","2959","5","977027455"
"192","2617","2","977781552"
"192","1059","4","977092090"
"192","3176","3","977027812"
"192","1517","4","977093882"
"192","1544","3","977781701"
"192","3354","2","977027639"
"192","785","3","977025789"
"192","208","1","977028320"
"192","25","5","977024628"
"192","2395","3","977025422"
"195","2657","3","977750173"
"195","2712","4","980314863"
"195","1676","5","999321280"
"195","1917","2","977939645"
"195","2427","4","977879953"
"195","1391","4","977749772"
"195","2628","3","986608952"
"195","1183","3","1044988494"
"195","2683","3","1001268162"
"195","3785","2","1009339496"
"195","327","3","977471759"
"195","3608","3","998790103"
"195","70","4","977028594"
"195","1573","3","990975163"
"195","2483","4","1002222193"
"195","2021","5","982045697"
"195","3033","4","978644757"
"195","3156","3","997027759"
"195","780","2","1014705931"
"195","2253","4","977472042"
"195","2976","4","979491530"
"195","3160","5","982760335"
"195","3623","3","978643703"
"195","2723","5","988478165"
"195","1884","4","1039922996"
"195","3752","3","978643577"
"195","2314","5","978411854"
"195","1206","5","977067204"
"195","611","2","1025564060"
"195","1923","5","977025952"
"195","1347","4","980911629"
"195","344","4","977886351"
"195","3146","4","990914361"
"195","2826","4","1007235094"
"195","1527","5","979433930"
"195","2706","3","1015699832"
"195","1732","4","1007199580"
"195","3052","5","977885852"
"195","1373","3","979774884"
"195","2959","5","979013735"
"195","366","2","979492509"
"195","2617","3","1027693070"
"195","1059","3","987302643"
"195","1517","2","1001268162"
"195","1544","2","978190659"
"195","3354","1","1014962724"
"195","785","5","995768353"
"195","1380","3","977065920"
"195","3910","5","977145596"
"195","19","3","985578484"
"195","208","5","977471326"
"195","3273","2","1004393635"
"195","1997","5","1012442368"
"195","1726","4","981677477"
"198","231","4","976981637"
"198","2657","4","976980447"
"198","2700","4","976979705"
"198","1917","3","977003642"
"198","1721","2","977093028"
"198","2628","5","977002373"
"198","2683","5","976979330"
"198","3785","4","991439451"
"198","3608","4","976980070"
"198","1573","3","979422748"
"198","3033","5","976980670"
"198","3864","3","977091332"
"198","216","4","976980858"
"198","780","5","977002373"
"198","2335","5","976981051"
"198","3623","4","976979601"
"198","2723","4","983122827"
"198","3752","4","991439451"
"198","1405","4","977091796"
"198","1923","5","976981386"
"198","104","4","976980311"
"198","2861","1","976979491"
"198","2706","3","976979300"
"198","1373","4","977094362"
"198","736","4","977003591"
"198","1517","5","976981457"
"198","1544","4","977003706"
"198","1380","5","976980858"
"198","208","1","977091530"
"198","2363","4","977002129"
"199","2657","3","976979469"
"199","288","4","977005165"
"199","2712","1","976985833"
"199","1676","5","976977217"
"199","1917","4","976979629"
"199","1721","1","976977679"
"199","2427","1","976977100"
"199","2628","4","976979502"
"199","1183","3","976977198"
"199","70","5","977005318"
"199","1573","3","976979469"
"199","780","4","976977217"
"199","2253","2","977005606"
"199","3160","1","976980772"
"199","1884","2","976986937"
"199","968","5","976979377"
"199","1206","5","976979047"
"199","1527","3","976979313"
"199","736","3","976978581"
"199","2959","5","976982056"
"199","2617","2","977005287"
"199","1059","3","976978145"
"199","1544","2","976979744"
"199","3354","2","976976819"
"199","1380","1","976978145"
"199","208","3","977005437"
"202","2710","5","976935716"
"202","231","3","976940629"
"202","2657","1","976935670"
"202","2700","2","976940049"
"202","1676","4","976936796"
"202","1917","3","976939379"
"202","2427","2","976936736"
"202","1391","4","976936850"
"202","2628","5","976939127"
"202","2459","1","976935995"
"202","2683","4","976940735"
"202","3785","3","976935839"
"202","327","1","976939611"
"202","70","3","976936375"
"202","1573","4","976939250"
"202","3033","4","976940789"
"202","3864","3","976939691"
"202","216","3","976940773"
"202","780","5","976936776"
"202","1205","4","976936796"
"202","2431","2","976938590"
"202","2253","2","976939611"
"202","2976","3","976935839"
"202","2606","2","976935767"
"202","2335","3","976940716"
"202","3623","4","976939110"
"202","2723","3","976939089"
"202","1884","1","976940773"
"202","3752","4","976941076"
"202","968","3","976935647"
"202","1405","4","976940629"
"202","344","4","976940548"
"202","104","4","976940216"
"202","3146","2","976941284"
"202","2826","3","976935839"
"202","2861","4","976938287"
"202","2706","3","976940201"
"202","1732","4","976936375"
"202","736","4","976939275"
"202","2959","2","976937070"
"202","366","4","976935788"
"202","2617","4","976935693"
"202","1059","3","976934981"
"202","3176","5","976937813"
"202","1517","5","976940201"
"202","1544","2","976939457"
"202","785","3","976940753"
"202","1380","5","976935115"
"202","19","2","976941318"
"202","208","2","976939434"
"202","3273","4","976935877"
"202","1997","3","976935555"
"202","25","5","976934874"
